note_id,type,title,desc,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,last_modify_ts
63e588b50000000008025be1,normal,洛杉矶美食｜3家性价比超高平价日料精选,"🍣今天推荐在洛杉矶平价且超级新鲜的日料店，超级适合一人食或情侣去吃，每一家点菜的价格我都在图片上标记了，性价比超高💯。
🌟图2：Sushi Gen🍣
人均💰：$40左右
📍：422 E 2nd St Los Angeles, CA 90012
洛杉矶老牌日料店，超级火超级旺，中午需要准点到达才不用排队，我们晚到了一点点前面就要排5桌了，最后等了45分钟才能入座。
✨推荐菜：Sashimi Deluxe
生鱼片超级新鲜且量好多，全部都很厚实完全没偷工减料[赞R]，女生一个人会吃不完，我老婆只吃完一半，剩下的我解决掉了。
✨推荐菜：Sushi Deluxe
才$20多还要什么自行车，寿司饭上的生鱼片也是很新鲜厚实，性价比贼高。
	
🌟图3：Oji Sushi🍣
人均💰：$40左右
📍：624 E Colorado Blvd, Pasadena CA 91101
在Pasadena居然有这么一家小众且性价比超高的日料店，生鱼片都切得很厚，每一块都很新鲜，入口即化。我们那天是walk in，没有等位，估计很少人知道这家店。
✨推荐菜：Chirashi
没想到这么大一份Chirashi才不到$30，鱼肉都是入口即化，色泽感超好，一看就很有食欲。三文鱼和吞拿鱼都是超级肥的，很好吃。
✨推荐菜：Sushi & Sashimi Set
同样的鱼肉入口即化，分量很足，sashimi都是厚厚的。里面还有fatty tuna的sashimi，一口下去超满足。
	
🌟图4：Ootoro🍣
63dcb9210000000004004dfe,normal,洛杉矶最好吃的日料合集,"按个人喜好排序，图序一样（位置、人均价格参考、预定方式)
1⃣️ Kinjiro (Little Tokyo，$100+，email info@kinjiro-la.com)：居酒屋，推荐所有有海胆的菜、牛舌、牛肉、芝麻布丁、乌冬面， 服务很讲究，每道菜都给每个人换盘，热菜热盘冷菜冷盘。
2⃣️ Ima（Beverly，$150-200, OpenTable）：和牛寿喜烧，味道用料洛杉矶第一，详情见我早些的另一篇笔记
3⃣️ Hayato (The Row DTLA, $400+, Tock）：最难约的怀石料理，每晚只接待7位客人。没有惊艳的菜，但道道食材顶级，吃得非常舒服。
4⃣️ Tsubaki（Echo Park, $80, Tock）: 居酒屋，没有一道踩雷，唯一停车不方便。推荐japanese latkes, 鸡胗太脆了，niku udon
5⃣️ Kodo（Art District, $100, Resy）：创意居酒屋，最推荐premium handroll (海胆鱼子酱toro)，cheesecake, rib-eye
6⃣️ Azay (Little Tokyo, $30, walk-in): 日式brunch和晚餐，据说老板以前给日本皇室做法餐，所以菜单一半日式一半法式，推荐daily bento和茶碗蒸
7⃣️ Ootoro Sushi (Little Tokyo, $100，walk-in)：胜在食材，所有海鲜都非常新鲜、肥美，用料很足，最喜欢live sweet shrimp, uni, chu toro
8⃣️ Osawa (Pasadena，$60, phone or walk-in)：shabushabu不合我口味，但别的sushi都很好吃
9⃣️ Izakaya Gazen (Little Tokyo, $60, phone or walk-in): 什么都有，最推荐蒸肉，寿喜锅，炒面，三种豆腐，甜点（有个米做的很特别）
（有些经常去的没有拍照就借用Google Map图片啦）",1675409697000,1684724840000,5ccd2d00000000001703f738,小头日记,https://sns-avatar-qc.xhscdn.com/avatar/624a8329e8c234dfeed77a8b.jpg,415,747,8,183,,"https://sns-img-hw.xhscdn.net/8b7ca510-9777-a3a0-101a-c6a62bd88016,https://sns-img-hw.xhscdn.net/84e87449-3403-0a70-a19e-df25358124e8,https://sns-img-hw.xhscdn.net/bc820255-0c03-7e7a-02b6-d6bf3fd4e586,https://sns-img-hw.xhscdn.net/b87ab5a6-b427-6572-51c7-df17a2a34d7f,https://sns-img-hw.xhscdn.net/9d10e4b6-9caf-e406-2834-672c4720cad5,https://sns-img-hw.xhscdn.net/8b067166-8ca9-0798-db9f-95c9136f2889,https://sns-img-hw.xhscdn.net/16324468-fc5a-2d0f-778c-8a142079b916,https://sns-img-hw.xhscdn.net/f3dfc332-dafc-d97f-fc21-85d3f9ad91e3,https://sns-img-hw.xhscdn.net/22e1b540-a48b-7281-7343-25fd35e81cbd",1696391197569
6497971e0000000013016499,normal,Torrance｜洛杉矶日料之城！必须打卡六家店,"Torrance是我最喜欢的洛杉矶“日料之城”！今天给大家推荐最值得打卡的六家日本小吃&料理
	
1⃣ Kagura  | LA爆浆猪排
📍 1652 Cabrillo Ave, Torrance
推荐菜：爆浆芝士猪排；Mille-feuille Katsu
招牌爆浆猪排巨香！外脆内嫩，加上独特的奶酪或千层炸猪排，味蕾爆炸💥但卡路里很罪恶…
	
2⃣ Miyabi Uni | 海胆料理
📍1231 Cabrillo Ave Ste 101, Torrance
传承自著名的海胆料理店Maruhide Uni Club的接班人。就两个字！鲜！甜！最原汁原味的吃饭就是“海胆拌饭”
	
3⃣ Santouka山头火拉面
📍 Mitsuwa Market
这个日本超市有很多好吃的！山头火拉面味道挺浓郁的，但是有点咸，叉烧饭其实很好吃
	
4⃣ Hisaya  | 日式京都烤栗子
推荐：栗子冰激凌🍦
一些人吐槽说不是日本🇯🇵人开的，是韩国人假装的。栗子冰激凌不是栗子粉磨出来的，是香草冰激凌上放了一些很甜的烤栗子，但我觉得依然很好吃。不值得特意跑一趟，如果离得近可以顺便去尝尝。烤栗子不要买，不怎么好吃。
	
5⃣ Izakaya Hachi |牛舌
📍 1880 W Carson St, Torrance
推荐菜：牛舌、炸蟹肉丸
牛舌口感柔软有弹性，炸蟹肉丸很香！推荐生牛舌uni卷
	
6⃣ Chinchikurin | 大阪烧
前贴推荐过啦！Spicy Goam和Loaded Kaisen，每一口都是日剧深夜美食家的同款味蕾盛宴。
            ",1687656222000,1687656222000,58d6d82d50c4b421e4495667,张欣滟@leah🙈,https://sns-avatar-qc.xhscdn.com/avatar/5c4c08dff2dd950001cd24e8.jpg,260,318,32,108,,"https://sns-img-hw.xhscdn.net/7a438278-9598-f94b-641e-c398f07c7b1f,https://sns-img-hw.xhscdn.net/49a8832a-9417-3f69-1afc-6ad683e19b38,https://sns-img-hw.xhscdn.net/14d8e11f-726e-b19b-fec7-242fca2d74b5,https://sns-img-hw.xhscdn.net/56188b44-68e5-c392-b88b-4984aea8b7ba,https://sns-img-hw.xhscdn.net/fe74320e-5935-38ee-306b-c1ad8c57cde0,https://sns-img-hw.xhscdn.net/110caa39-686f-f74e-b734-663564f18b81,https://sns-img-hw.xhscdn.net/04efc782-81ef-52a4-728f-1ca780ba9e39,https://sns-img-hw.xhscdn.net/42c55651-66fc-bae4-529f-28e05d385119,https://sns-img-hw.xhscdn.net/834b6c4c-792e-7642-8f90-0aa2fadddbf7,https://sns-img-hw.xhscdn.net/8b5fa821-e165-1156-31fd-c03a52529b90",1696391197592
64ea3ea4000000000301f90e,normal,南加神仙omakase只要70刀,"在我很喜欢的Yorba linda区，安静岁月静好不用担心砸车，隔壁就是很喜欢的干净整洁的Yorba Linda public library；
这家店是我的宝藏小店之一，全网没看到啥帖子；
环境没有那么精致fancy但是干净整洁；
食材新鲜，吃完无任何不适；
服务很好，门口有大片停车场免费停；
很多人点hiro吃的饱饱的吃到撑最多也就200刀，女生胃口小的点第二第三个也够吃，性价比很高；
它家还有别的菜单，种类挺全的，可以单点别的和omakase一起上，作为一个日料馆子不至于多惊喜但是不会失望；
几乎不需要预约，周末可以提前定个位，每次都是周中去的，坐下后陆陆续续都坐满了，很多情侣和家庭聚餐，感觉周边来吃的人还是挺多的；
忘记拍菜了，卖相挺好的
         ",1693073061000,1693080818000,628afa350000000021026891,圆子,https://sns-avatar-qc.xhscdn.com/avatar/651a414a77f0cff5ac8f7967.jpg,259,414,5,80,,"https://sns-img-hw.xhscdn.net/e28ddc3a-162c-efe1-a79f-1cc0d2a3e4d1,https://sns-img-hw.xhscdn.net/2d467e33-892c-6c8c-3ba1-2e5ba2aee3ff",1696391197615
6466bd1c000000001203ece5,normal,便宜有好货！洛杉矶几家人均💲40以下日料店,"看看洛杉矶的「日式餐厅」数量，就知道日料在南加州多受欢迎了。我是十足的日料爱好者，但是也没办法天天负担昂贵的日本料理
	
不是所有的日本料理都贵🉐️离谱，今天说的这几个餐厅，不仅价格便宜，用料也是一点都不马虎。以下几家又便宜又有诚意
	
🍣Hama Sushi
位于Little Tokyo的Hama Sushi是一家正宗的寿司餐厅，没有天妇罗、面条和米饭。提供传统的日式配菜，生鱼片，寿司套餐，味增汤
餐厅最便宜的长崎吞拿鱼Albacore Sashimi只要14美元，另外，要加不菲的金枪鱼腹生鱼片Tuna Toro Sashim也只需要30美元。只要💲20就能吃到生鱼片拼盘，27-30🔪就能吃到不同鱼类的手握寿司，另附上味增汤的寿司套餐
	
🍣Ichijiku Sushi
菜单上有非常多不同的手卷，每一款的价格都在💲10或者更低。有三款午餐套餐供大家选择，只要💲25-30
最出名的是「晚餐寿司盒」，💲5就可以买到两人份的寿司盒，🈶️9款单品，毛豆、💲10手握寿司和寿司卷
	
🍣Sushi Tama
位于比弗利山庄，他们的寿司和生鱼片的价格很实惠！可以吃到不同种类的海鲜寿司，鲑鱼籽，扇贝，油脂满满的金枪鱼还有奶油口感的海胆
除了生鱼和海鲜，手握一般是💲4-10，生鱼片徘徊在💲12-30。重点是这里的用餐环境非常舒适，超适合跟朋友小聚
	
🍣Kanpachi Sushi and Sake
这家店历史悠久，有非常多日裔客人。这家餐厅自开业以来，食物的价格没有上涨很多
不管是午餐还是晚餐，只要💲49就可以享用一份无菜单料理，包含14道厨师选择的手握寿司、味增汤、茶碗蒸和冰淇淋。不仅如此，还有一些特价午餐，例如生鱼片拼盘和鳗鱼饭，也是💲20-24
	
🍣Sugarfish by Sushi Nozawa
在洛杉矶有很多分店，在维持餐点品质上做的很优秀。确保每一家店都做到口味一致，这家餐厅的寿司在洛杉矶很有名，推荐试一下他们的30美元套餐，提供8道菜肴。包括寿司生鱼片，除了午餐以外，最便宜的晚餐套餐也涵盖8道菜肴，价格仅需35美元而已
         ",1684454684000,1684454685000,5fdc078f000000000100baef,跟着LAWA玩加州,https://sns-avatar-qc.xhscdn.com/avatar/61c21c9f1061625376add042.jpg,146,201,4,60,,"https://sns-img-hw.xhscdn.net/5fbb6b76-7630-c153-b503-ddfe2e081877,https://sns-img-hw.xhscdn.net/a055ef2f-c205-4391-863d-0081d8c00007,https://sns-img-hw.xhscdn.net/1415add6-9d89-5399-0e5b-1640e2c97f79,https://sns-img-hw.xhscdn.net/683756b8-2cbb-add2-8f9f-d6ce41c9015a,https://sns-img-hw.xhscdn.net/7469f791-ac84-78ea-4d1a-9cc16387fc4e,https://sns-img-hw.xhscdn.net/d8860d9f-1d05-2b6c-3f92-10038ee37587",1696391197639
63edc1e10000000012033eec,normal,LA直接封神的5家日料‼️不同价位💰快冲‼️,"1⃣️Yamakase $$$$ 人均$400+
📍11901 Santa Monica Blvd, Los Angeles, CA 90025
需要熟人帮忙预定，锦鲤体质的小伙伴可以试试发官网上的email，每天菜单都不同，这次吃到了日本和牛、北海道海胆和黑松露等，鲜美的让人汗毛竖起[哇R]昂贵的食材堆的满满，结束时需要扶着墙出来，是一家环境素朴却滋味无穷的小店。
	
2⃣️Nobu Newport Beach  $$$$ 人均$250+
📍3450 Via Oporto Suite 101, Newport Beach, CA 92663
Malibu那家订不上，Newport Beach这家提前大半个月预定的，和牛一共八片300刀[色色R]好吃到流泪，炸龙虾也好好吃，一下就被扫光，sashimi和寿司都很不错，点了一条被海藻包围的鱼味道也很好，甜品点了四种不同的，都吃光光！超好吃！[赞R]（缺点就是没吃饱）
	
3⃣️Sushi Enya Pasadena $$$ 人均 $180+
📍124 E Colorado Blvd, Pasadena, CA 91105
一共来吃了四次，最喜欢这个黑松露海胆和牛堆起来的菜品，uni量很足很甜，但是Pasadena这家的就餐环境越来越差了，有点吵，下次试试别的location分店。
	
4⃣️Opus Sushi $$ 人均100+
📍1027 S Baldwin Ave, Arcadia, CA 91007
华人区一家很不错的日料，生蚝用料腌过味道很好，喜欢他家各种鱼子酱uni bowl，能吃饱[吧唧R]还有烤鱼下巴非常带劲，流连忘返，甚至想打包一份回家边看电视剧边吃！
	
5⃣️ Aikan Sushi & Ramen $ 人均30+
📍 735 E Green St, Pasadena, CA 91101
日料all your can eat $30多一位可以吃到吐，食材没有那么新鲜，是平价日料的味道，但是我来过无数次，这个价格还要什么自习车？
	
          ",1676526049000,1679542751000,60ef972f0000000001002d5f,王CC,https://sns-avatar-qc.xhscdn.com/avatar/63f9de8858ad7ad7bb63612d.jpg,91,136,3,25,,"https://sns-img-hw.xhscdn.net/0f77a8ca-dc2c-36a9-a206-edfe138fb442,https://sns-img-hw.xhscdn.net/d9abc766-8e1a-1b7a-8189-2997bd302786,https://sns-img-hw.xhscdn.net/b8670aaa-b681-5b16-b38a-2b417e89c0c9,https://sns-img-hw.xhscdn.net/dcf7e48e-0597-c57e-6aed-52d478f78fd9,https://sns-img-hw.xhscdn.net/0cf9a37e-41ec-f499-c57d-af2747144e25",1696391197659
64d08031000000001201f375,normal,洛杉矶LA附近 高性价比回转寿司,"📍 Kaisen Kaiten
比kura好吃的回转寿司店
1.25-4.5刀每盘
种类不是很多但胜在料足
食材也够新鲜 性价比高
可以单点刺身 寿司和手握
他家三文鱼 鳗鱼和扇贝类的寿司和手握不错
其他鱼肉类没有很惊艳
人均27刀
	
   ",1691385905000,1691386030000,551147a5b4c4d62636c850b5,EasyDaily,https://sns-avatar-qc.xhscdn.com/avatar/64965d213d74fe6eda52ffa6.jpg,421,315,54,79,,"https://sns-img-bd.xhscdn.com/e668a09c-fa75-3046-a9f8-5b0b34fa9c50,https://sns-img-bd.xhscdn.com/9c75a6fc-854c-7091-77bf-1420699c6b39,https://sns-img-bd.xhscdn.com/e0d27e1c-0c48-4602-cccd-dcbe0c1bf90c,https://sns-img-bd.xhscdn.com/aef3c44f-9460-130e-cae0-2110622a54ec,https://sns-img-bd.xhscdn.com/8812413f-8a83-cf8b-6f87-c6878770e2c8,https://sns-img-bd.xhscdn.com/69f13c2b-46df-ad28-2e45-26d372f624f2,https://sns-img-bd.xhscdn.com/7c362874-30a8-9ffe-8f8c-375d974ae8cb,https://sns-img-bd.xhscdn.com/680ab619-14d7-b006-e6c2-0db5bfa62293",1696391197681
6505ee29000000001302c848,normal,什么？😱这样的Sashimi套餐竟然只要27🔪,"一直私藏的一家在Pasadena的宝藏日料店，食材非常新鲜，味道很绝！
	
他们最近推出了Lunch Special，主打一个超高性价比！我因为在附近上班，最近真是每天中午都去吃，几乎试遍了他们lunch special menu上的所有东西，这次一起分享出来[萌萌哒R]
	
图[一R]：首先我最爱的就是这个Sashimi Lunch，$27，八种不同类的鱼，sashimi个个都很新鲜，很爱他们的toro，spicy tuna和spicy albacore，味道我觉得真是秒了Sushi Gen（最主要还不用排队）
	
图[二R]：这个是Chirashi，$34，sashimi over rice，他家的鱼都切的很厚很大片
	
图[三R]：Salmon Kama + Sashimi，$32，这个烤三文鱼意外的好吃！一口咬下去油脂溢出来，一整个大满足！
	
图[四R]：Salmon Teriyaki + Sashimi，$27，Salmon烤的很多汁
	
图[五R][六R]：Unaju + Sashimi，$35，这个鳗鱼饭也很绝，第一次看到给这么几大片鳗鱼的！老板说是自己做的独家鳗鱼酱，真的非常好吃
	
图[七R]：Tempura + Sashimi，$26，天妇罗就没什么好说的了，好吃分量也实在
	
总体就是他家的生鱼片都很新鲜，其他dishes味道也都不踩雷，这些都是套餐包含汤和沙拉还有米饭的，现在这个物价来说，性价比确实很高！老板老板娘也很亲切，能感觉得出来是一家用心经营的family business，每次去都觉得很温暖[拔草R] 如果你在Pasadena附近，真的很值得去试一下他们的午餐套餐！
	
📍Mama M Sushi
29 E Holly St, Pasadena, CA 91103
	
        ",1694887465000,1694887466000,55fb7e9de4b1cf6f431285de,摄影师Serena小助手,https://sns-avatar-qc.xhscdn.com/avatar/64e54751b99bc862bf6ad8ad.jpg,112,162,11,57,美国,"https://sns-img-hw.xhscdn.net/d4a6228a-8644-b65d-8804-567b6c4ab6b1,https://sns-img-hw.xhscdn.net/ac727c90-eb40-2454-1eff-f7b9807f0dad,https://sns-img-hw.xhscdn.net/c4cbcc45-af20-92e5-d03c-b66b90bde897,https://sns-img-hw.xhscdn.net/20fd1af0-6c99-cf54-be31-c21e414eddfe,https://sns-img-hw.xhscdn.net/4f4afc45-ddd6-e346-e6a9-81e74aee8955,https://sns-img-hw.xhscdn.net/26988e0d-c3ec-7d7e-f6c3-90f7f9e87d12,https://sns-img-hw.xhscdn.net/3e373ff3-7478-3a6f-1f07-2bd9b948998a,https://sns-img-hw.xhscdn.net/09051024-a2e3-aaf1-324e-b6db380ef581,https://sns-img-hw.xhscdn.net/dcdeea06-cd5a-a0a9-f7d7-8c960a2b72bc",1696391197714
64d95ea4000000000800e777,normal,LA | Ootoro 盲点都好吃😍难怪吴彦祖也爱来,"Ootoro Sushi 在洛杉矶是一间颇为知名的日料餐厅，可能很多小伙伴都蛮熟悉的了～[doge]
	
而这间餐厅在南加共有 3 间，店内的整体环境到装潢都完全能看老闆对于「日料品质」有着很高的要求。
	
不仅如此，食材真的超级无敌新鲜，新鲜的程度是那种你去盲点都好吃的类型，每道菜吃起来都有海鲜的鲜甜味，我真的没有在夸张，难怪是吴彦祖也爱来的日料店[偷笑R]
	
由于本身已经去 Ootoro 拜访了很多次，真的每一次去，每一次都被食物惊豔到，这一次去拜访 Ootoro 除了吃饭之外，还顺便拜託 ootoro 师傅传授了一下怎麽「捏寿司」。（其实跟这师傅有点熟了 哈哈）
	
[向右R]捏寿司的小技巧
	
师傅有先示范一次给我看，动作实在太快了，我听到的重点就是，手一定要沾水，然后把饭放在四隻手指上，捏成椭圆形，其他就...师傅说不出来因为这是他们训练已久的成果，我们凡人就坐下来好好吃就好了，不要找自己麻烦了，果然师傅的寿司捏的形状十分完美。
	
另外，寿司要好吃，除了师傅本身的功力之外， ootoro 光是在食材上就泰够力了，更不用说师傅很瞭解食材和寿司饭的比例，饭的鬆紧度等等，一份小小的手捏寿司全是真功夫。
	
另外，这次除了吃了寿司的组合之外，还吃了龙虾炒饭真的欧买嘎～饭随便一捞都是大块大块的龙虾肉～[色色R]
	
其实我想要表达的是，Ootoro 真的是一间随便盲点都好吃的日料店，难怪我们就算是平日中午来，客人都是满满满的～
	
下次再来跟大家介绍一些他们家非常值得吃的一些特殊菜色吧～[色色R]
	
📍 1569 Fairway Dr. &C Walnut, CA 91789
📍232 E. 2nd Street  Los Angeles, CA 90012
📍2222 Michelson Dr.  Irvine, CA 92612
            ",1691967140000,1691967243000,5fdc078f000000000100baef,跟着LAWA玩加州,https://sns-avatar-qc.xhscdn.com/avatar/61c21c9f1061625376add042.jpg,99,114,6,41,,"https://sns-img-hw.xhscdn.net/1823cd2e-bc2c-e075-945e-cc4c50d4c580,https://sns-img-hw.xhscdn.net/82f918fe-55b2-995b-38a7-3dfb3b4fcad5,https://sns-img-hw.xhscdn.net/85e5a7f5-94c5-68fd-239d-ed44e1e0e7fa,https://sns-img-hw.xhscdn.net/7103828b-4927-3d9f-193c-11256490bc47,https://sns-img-hw.xhscdn.net/d1ece128-e05f-b20d-f8e1-e214afd47ee3,https://sns-img-hw.xhscdn.net/483235ad-44e7-de43-00dc-e3d1e362c94c,https://sns-img-hw.xhscdn.net/1569a265-0fa9-ae05-f80e-434b90537104",1696391197737
6172df22000000000102a437,normal,洛杉矶日料自助🍣性价比之王！,"LA住了10年
没吃过比这个性价比更高的日料🍣（图1-9）
两人加了小费也才$100美金
———————————————————————
Aikan Sushi & Ramen
📍735 E Green St, Pasadena, CA 91101
☎️626-578-1123
🈺️ 7Day 11:30-22:00
LA吃货探店Q&A：
1⃣️是自助餐吗？
答：是半ayce。可以点三轮。如果点了roll我们一般3轮都吃不完。
2⃣️人均价位？
答：（图1账单）我们点的B餐，没有点酒。
-午餐：$25.99
-晚餐：A餐$29.99/B餐$35.99
A/B餐区别就是B餐有甜虾、海胆这些（图2只能点一次/如果加点每个需要单独加$0.99 ）
-普通生啤：$1/杯
-自助酒：$12.99 /位
3⃣️需要预约吗？排队人多吗？
答：🔖无需预约/需要排队，1小时起。最晚一次我们9点去吃夜宵，还是很多人。（图3 ）9:30厨房就关了只能点一次，把3轮东西一起上。
4⃣️排队时候一定要原地等候吗？
答：不用，会短信通知。可以逛旁边的老街，还能去喝个奶茶吃个椰子冻啥的。
5⃣️推荐菜？
答：✅ uni（图2）✅生鱼碗（图4）真的很小，不用担心撑，而且3种碗都很好吃。✅生蚝🦪（图4/5）✅🦀️炸螃蟹✅🦐甜虾✅焗青口、拉面🍜、蚵仔煎（图6）✅焗带子、各种寿司、煎饭团（图7） 👍🏻✅sashimi Roll 我老公觉得味道怪，我喜欢。煎饼卷生鱼的赶脚。（图8）✅各种sashimi（图9）
6⃣️讨厌的菜？
答：❎炸虾头臭脚丫子味儿！❎seared tuna 肉硬欣赏不来❎albacore 调味太过。
7⃣️ roll量大吗？
答：大大大（图9）点的时候悠着点，容易给自己撑死。而且吃不完的都要另外收钱。
8⃣️能说中文吗？🇯🇵日本人开的吗？
答：英文only，不清楚，感觉日本人从不开自助。
9⃣️咋停车🅿️？要钱不？
答：街边停，免费🆓。
🔟会经常来吗？
答：价位口味综合可以给🌟🌟🌟🔆3.5/5
老公觉得没有Ootoro好吃，我说你咋不上天呢，OOtoro啥价位这个啥价位？我觉得能这个水准非常值了。食材新鲜、离家近👍🏻冲这两点我也来～
ps：有姐妹私信问Ootoro ，Ootoro探店在另一篇。

",1634918178000,1636300732000,5ff171fb000000000100bb20,肖太太🍄,https://sns-avatar-qc.xhscdn.com/avatar/600b4163e4cf4e34f570d8cb.jpg,738,849,75,376,,"https://sns-img-hw.xhscdn.net/75c75250-a1a6-1089-21bf-391a00a2c09d,https://sns-img-hw.xhscdn.net/6ab9b318-1164-57fa-dafb-a43b9c89b402,https://sns-img-hw.xhscdn.net/ad2172c8-de23-a0c4-8f76-15925755c836,https://sns-img-hw.xhscdn.net/5ce26551-d7c9-f90b-e61a-f9f6b80c540b,https://sns-img-hw.xhscdn.net/6fb69ff5-5b93-4f90-4274-1e0caeabaf92,https://sns-img-hw.xhscdn.net/d4fec328-536e-00bb-464a-deed6ca27676,https://sns-img-hw.xhscdn.net/c32553fd-c273-2906-cea0-c956813d4fbd,https://sns-img-hw.xhscdn.net/85ac1ad1-36fe-07fd-9b68-8af0a578a224,https://sns-img-hw.xhscdn.net/b83ae193-b024-9935-9a74-721806c8f93a",1696391197768
63df4c66000000001d011a9b,normal,洛杉矶｜宝藏高性价比omakasa 🍣MASAKAZU,"属于LA比较好预定的omakase啦
需要打电话定 不收deposit～
128🔪pp 14个course 性价比超高！！
我觉得超级好吃 完全对得起价格[色色R]
   ",1675578470000,1689828905000,5a447bb6e8ac2b59ef0f2e8e,nd,https://sns-avatar-qc.xhscdn.com/avatar/5f480705ebb4f6000192dd2b.jpg,129,126,7,56,,"https://sns-img-bd.xhscdn.com/3a8088e3-000f-2078-0244-469f1fb015d7,https://sns-img-bd.xhscdn.com/5a5a0a50-271b-1f45-503b-f379f226aa24,https://sns-img-bd.xhscdn.com/cd572f5d-a75c-acf7-17ea-8c1451921f01,https://sns-img-bd.xhscdn.com/ce875ae4-02d0-df91-eff8-f55856d2f9d5,https://sns-img-bd.xhscdn.com/d851cd36-798d-060a-3c6e-bf5e1c3c35ab,https://sns-img-bd.xhscdn.com/ef1bf7cb-7256-9e5f-9882-3b602cf5b826,https://sns-img-bd.xhscdn.com/f6c792ce-ceb2-fd69-7812-9a07fc42c916",1696391197789
